isin,name,asset_type,asset_subtype,risk_bucket,confidence,has_cv2,has_pev2,has_asset_mix,has_eco_expo,has_ms,has_derived,mix_scale,eco_scale,mix_equity,mix_bond,mix_cash,mix_other,mix_sum,eco_equity,eco_bond,eco_cash,eco_other,eco_sum,retrocession,issue_count,top_severity
LU0117843721,JPMorgan Funds - Taiwan Fund D (acc) - USD,equity,SECTOR_EQUITY_TECH,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9881,0,0.0118,0.0001,1.0000,100,0,0,0,100.0000,1.63,2,BLOCKER
LU0117858166,JPMorgan Funds - Euroland Equity Fund D (acc) - EUR,EQUITY,EUROZONE_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,1.44,1,MEDIUM
LU0117858596,JPMorgan Funds - Europe Equity Fund D (acc) - EUR,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9718,0.0009,0.0168,0.0105,1.0000,100,0,0,0,100.0000,1.44,2,BLOCKER
LU0117858679,JPMorgan Funds - Europe Strategic Growth Fund D (acc) - EUR,EQUITY,EUROPE_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0117858752,JPMorgan Funds - Europe Strategic Value Fund D (acc) - EUR,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9666,0.0012,0.0278,0.0045,1.0001,100,0,0,0,100.0000,1.46,2,BLOCKER
LU0117859560,JPMorgan Funds - Europe Small Cap Fund D (acc) - EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9834,0.0002,0.0123,0.0041,1.0000,100,0,0,0,100.0000,1.23,2,BLOCKER
LU0117884675,JPMorgan Funds - Europe Dynamic Technologies Fund D (acc) - ,equity,SECTOR_EQUITY_TECH,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9813,0.0001,0.0185,0,0.9999,100,0,0,0,100.0000,0,1,BLOCKER
LU0119063039,JPMorgan Funds - Europe Dynamic Fund D (acc) - EUR,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9529,0.0012,0.0459,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0119195963,Goldman Sachs Patrimonial Balanced - P Cap EUR,MIXED,MODERATE_ALLOCATION,MEDIUM,0.88,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,0,0,OK
LU0119620416,Morgan Stanley Investment Funds - Global Brands Fund A,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9843,0.0075,0.0149,0,1.0067,100,0,0,0,100.0000,0,1,BLOCKER
LU0119750205,Invesco Funds - Invesco Sustainable Pan European Systematic ,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9922,0,0.0078,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0119753308,Invesco Funds - Invesco Sustainable Pan European Systematic ,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9903,0,0.0097,0,1.0000,100,0,0,0,100.0000,1.52,2,BLOCKER
LU0121204431,Goldman Sachs Global Sustainable Equity - X Cap EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.972,0,0.0046,0.0233,0.9999,100,0,0,0,100.0000,0,1,BLOCKER
LU0121216526,Goldman Sachs Patrimonial Aggressive - X Cap EUR,MIXED,AGGRESSIVE_ALLOCATION,HIGH,0.88,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,80,20,0,0,100.0000,0,0,OK
LU0125951151,MFS Meridian Funds - European Value Fund A1 EUR,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9837,0,0.0164,0,1.0001,100,0,0,0,100.0000,0,1,BLOCKER
LU0127786431,Goldman Sachs Eurozone Equity Income - P Cap EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9891,0,0.0109,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0128521001,Templeton European Insights Fund Class N (acc) EUR,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9635,0,0.0013,0.0352,1.0000,100,0,0,0,100.0000,0.68,1,BLOCKER
LU0132601682,Morgan Stanley Investment Funds - Euro Corporate Bond Fund A,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9721,0.0233,0.0046,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0133264522,Goldman Sachs Global Equity Income Portfolio E Acc EUR,EQUITY,GLOBAL_INCOME_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0133267202,Goldman Sachs Emerging Markets Equity Portfolio E Acc EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9807,0,0.0193,0.0001,1.0001,100,0,0,0,100.0000,1.46,2,BLOCKER
LU0133717503,Schroder International Selection Fund EURO Corporate Bond A1,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9491,0.0509,0,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0137009238,Vontobel Fund - Euro Short Term Bond C EUR Cap,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9497,0.0464,0.0039,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0144751095,Candriam Bonds Euro High Yield Class N EUR Cap,fixed_income,HIGH_YIELD_BOND,MEDIUM,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9389,0.0606,0.0005,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0145656715,DWS Invest ESG Euro Bonds (Short) NC,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9274,0.0725,0.0001,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0151324935,Candriam Bonds Credit Opportunities Class N EUR Cap,fixed_income,CORPORATE_BOND,MEDIUM,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9682,0.0321,0.0014,1.0017,0,100,0,0,100.0000,0,1,BLOCKER
LU0153585137,Vontobel Fund - European Equity B EUR Cap,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9701,0,0.0299,0,1.0000,100,0,0,0,100.0000,0.82,1,BLOCKER
LU0153925689,UBS (Lux) Key Selection SICAV - European Equity Value Opport,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9691,0,0.0051,0.0259,1.0001,100,0,0,0,100.0000,0,1,BLOCKER
LU0157179127,JPMorgan Investment Funds - Global Select Equity Fund D (acc,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9949,0,0.0051,0,1.0000,100,0,0,0,100.0000,1.46,2,BLOCKER
LU0161304786,Schroder International Selection Fund European Value A1 Accu,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9732,0,0.0268,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0161305163,Schroder International Selection Fund European Value A Accum,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9732,0,0.0268,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0161305593,Schroder International Selection Fund European Value B Accum,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9732,0,0.0268,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0162660350,BlackRock Global Funds - Euro Corporate Bond Fund A1,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9612,0.0297,0.0091,1.0000,0,100,0,0,100.0000,0.5,1,BLOCKER
LU0165074666,HSBC Global Investment Funds - Euroland Value AC,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9822,0,0.0178,0.0001,1.0001,100,0,0,0,100.0000,0,1,BLOCKER
LU0165081950,HSBC Global Investment Funds - Euroland Value EC,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9822,0,0.0178,0.0001,1.0001,100,0,0,0,100.0000,0,1,BLOCKER
LU0165520114,Candriam Bonds Global Inflation Short Duration Class C EUR C,FIXED_INCOME,INFLATION_LINKED_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0169250635,Generali Investments SICAV - Euro Bond Fund EX,FIXED_INCOME,GOVERNMENT_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0170293632,Candriam Bonds Global High Yield Class N EUR Cap,FIXED_INCOME,HIGH_YIELD_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0170473374,Franklin European Total Return Fund A(acc)EUR,fixed_income,CORPORATE_BOND,LOW,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0003,0.8346,0.1571,0.008,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0171275786,BlackRock Global Funds - Emerging Markets Fund A2 (EUR),equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9869,0.0007,0.0124,0,1.0000,100,0,0,0,100.0000,0.9,1,BLOCKER
LU0171283459,BlackRock Global Funds - Global Allocation Fund A2 (EUR),MIXED,MODERATE_ALLOCATION,MEDIUM,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,0,0,OK
LU0171285587,BlackRock Global Funds - Global Long-Horizon Equity Fund E2 ,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.999,0,0.001,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0171289902,BlackRock Global Funds - Sustainable Energy Fund A2 (EUR),equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9694,0.0002,0.0304,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0171290074,BlackRock Global Funds - Sustainable Energy Fund E2 (EUR),equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9694,0.0002,0.0304,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0171296949,BlackRock Global Funds - US Flexible Equity Fund E2 (EUR),equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9852,0.0002,0.0146,0,1.0000,100,0,0,0,100.0000,1.14,2,BLOCKER
LU0171304552,BlackRock Global Funds - World Energy Fund E2 (EUR),equity,SECTOR_EQUITY_ENERGY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9828,0.0001,0.017,0,0.9999,100,0,0,0,100.0000,1.14,2,BLOCKER
LU0171304719,BlackRock Global Funds - World Financials Fund A2 (EUR),equity,SECTOR_EQUITY_FINANCIALS,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9943,0.0009,0.0048,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0171305443,BlackRock Global Funds - World Financials Fund E2 (EUR),equity,SECTOR_EQUITY_FINANCIALS,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9943,0.0009,0.0048,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0171306680,BlackRock Global Funds - World Gold Fund E2 (EUR),equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9293,0.0003,0.0344,0.0359,0.9999,0,0,0,100,100.0000,0,2,BLOCKER
LU0171307068,BlackRock Global Funds - World Healthscience Fund A2 (EUR),EQUITY,SECTOR_EQUITY_HEALTHCARE,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0171309270,BlackRock Global Funds - World Healthscience Fund E2 (EUR),equity,SECTOR_EQUITY_HEALTHCARE,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9989,0,0.0011,0.0001,1.0001,100,0,0,0,100.0000,0,1,BLOCKER
LU0172157280,BlackRock Global Funds - World Mining Fund A2 (EUR),equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9817,0.0001,0.0182,0,1.0000,0,0,0,100,100.0000,0,2,BLOCKER
LU0172157363,BlackRock Global Funds - World Mining Fund E2 (EUR),equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.975,0.0002,0.0247,0,0.9999,0,0,0,100,100.0000,1,2,BLOCKER
LU0173779223,Nordea 1 - Danish Covered Bond Fund BP EUR,FIXED_INCOME,GOVERNMENT_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0173782102,Nordea 1 - Asia ex Japan Equity Fund BP EUR,EQUITY,ASIA_PACIFIC_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0177497491,abrdn SICAV II-Euro Corporate Bond Fund A Acc EUR,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.980681,0,0.019319,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0181496216,Schroder International Selection Fund Emerging Asia A1 Accum,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9776,0,0.0224,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0181962126,First Eagle Amundi International Fund Class FU-C Shares,allocation,FLEXIBLE_ALLOCATION,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.8048,0.0147,0.0803,0.1002,1.0000,80,20,0,0,100.0000,1.5,2,BLOCKER
LU0184627536,AXA World Funds - Switzerland Equity A Capitalisation EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9794,0,0.0206,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0187079347,Robeco Global Consumer Trends D EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9643,0,0.0357,0,1.0000,100,0,0,0,100.0000,0.8,1,BLOCKER
LU0188151095,Templeton European Small-Mid Cap Fund N(acc)EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9789,0,0.0005,0.0206,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0188151921,Templeton Emerging Markets Fund N(acc)EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.8927,0,0.1073,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0189895229,Schroder International Selection Fund Global High Yield B Ac,FIXED_INCOME,HIGH_YIELD_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0.93,0,OK
LU0200684180,BlackRock Global Funds - Emerging Markets Bond Fund E2 (EUR),FIXED_INCOME,EMERGING_MARKETS_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0201075453,Janus Henderson Pan European Fund A2 EUR,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.991,0,0.009,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0202403266,Fidelity Active Strategy - FAST - Europe Fund A-ACC-EUR,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,1,0.0007,0,0,1.0007,100,0,0,0,100.0000,0.8,1,BLOCKER
LU0203937692,UBS (Lux) Bond SICAV - Convert Global (EUR) P-acc,FIXED_INCOME,CONVERTIBLE_BOND,MEDIUM,0.92,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0203975437,Robeco BP Global Premium Equities D EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9626,0,0.0374,0,1.0000,100,0,0,0,100.0000,0.6,1,BLOCKER
LU0208853944,JPMorgan Funds - Global Natural Resources Fund D (acc) - EUR,equity,SECTOR_EQUITY_ENERGY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.974,0.0011,0.0249,0,1.0000,0,0,0,100,100.0000,0,2,BLOCKER
LU0210531983,JPMorgan Funds - Europe Strategic Value Fund A (acc) - EUR,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9267,0.0005,0.0625,0.0104,1.0001,100,0,0,0,100.0000,0.77,1,BLOCKER
LU0210536198,JPMorgan Funds - US Growth Fund A (acc) - USD,equity,US_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9872,0,0.0128,0,1.0000,100,0,0,0,100.0000,0.83,1,BLOCKER
LU0212178916,BNP Paribas Funds Europe Small Cap Classic Capitalisation,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9667,0,0.0333,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0217139020,Pictet-Premium Brands P EUR,equity,SECTOR_EQUITY_CONSUMER_CYCLICAL,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9837,0.0019,0.0144,0,1.0000,100,0,0,0,100.0000,0.8,1,BLOCKER
LU0217576833,JPMorgan Funds - Emerging Markets Equity Fund D (acc) - EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.957,0,0.0113,0.0317,1.0000,100,0,0,0,100.0000,1.44,2,BLOCKER
LU0224105477,BlackRock Global Funds - Continental European Flexible Fund ,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9923,0.0012,0.0065,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0224105980,BlackRock Global Funds - Continental European Flexible Fund ,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9923,0.0012,0.0065,0,1.0000,100,0,0,0,100.0000,1.14,2,BLOCKER
LU0227385266,Nordea 1 - Stable Return Fund E EUR,allocation,FLEXIBLE_ALLOCATION,MEDIUM,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.544356,0.455644,0,0,1.0000,50,50,0,0,100.0000,1.6,2,BLOCKER
LU0229084990,BlackRock Global Funds - European Equity Transition Fund A2,EQUITY,GLOBAL_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0231205856,Franklin India Fund N(acc)EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9778,0,0.0192,0.003,1.0000,100,0,0,0,100.0000,0.0158,1,BLOCKER
LU0231490524,abrdn SICAV I - Indian Equity Fund A Acc USD,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9626,0,0.0371,0.0003,1.0000,100,0,0,0,100.0000,1.01,2,BLOCKER
LU0232524495,AB - American Growth Portfolio A EUR Acc,equity,US_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9915,0,0.0085,0,1.0000,100,0,0,0,100.0000,0.8,1,BLOCKER
LU0235308482,Alken Fund - European Opportunities Class R,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9572,0,0.0317,0.011,0.9999,100,0,0,0,100.0000,0.5,1,BLOCKER
LU0236738190,Schroder International Selection Fund Japanese Equity B Accu,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9996,0,0.0004,0,1.0000,100,0,0,0,100.0000,1.21,2,BLOCKER
LU0243957239,Invesco Funds - Invesco Pan European High Income Fund A Accu,allocation,FLEXIBLE_ALLOCATION,LOW,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.2031,0.7002,0.0803,0.0164,1.0000,20,80,0,0,100.0000,0.62,1,BLOCKER
LU0243957742,Invesco Funds - Invesco Pan European High Income Fund E Accu,allocation,FLEXIBLE_ALLOCATION,LOW,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.2046,0.7482,0.0393,0.008,1.0001,20,80,0,0,100.0000,1.07,2,BLOCKER
LU0243958393,Invesco Funds - Invesco Euro Corporate Bond Fund E Accumulat,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9573,0.0359,0.0067,0.9999,0,100,0,0,100.0000,0,1,BLOCKER
LU0248167537,Schroder International Selection Fund Global Equity Alpha A1,EQUITY,GLOBAL_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0248168261,Schroder International Selection Fund Global Equity Alpha B ,EQUITY,GLOBAL_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0248168428,Schroder International Selection Fund Global Equity Alpha A ,EQUITY,GLOBAL_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0.73,0,OK
LU0248172537,Schroder International Selection Fund Emerging Asia A Accumu,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9912,0,0.0088,0,1.0000,100,0,0,0,100.0000,0.7,1,BLOCKER
LU0248173006,Schroder International Selection Fund Emerging Asia B Accumu,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9912,0,0.0088,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0248174152,Schroder International Selection Fund Emerging Asia A1 Accum,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9912,0,0.0088,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0248181363,Schroder International Selection Fund Latin American A Accum,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.958439,0,0,0.041561,1.0000,100,0,0,0,100.0000,0.7,1,BLOCKER
LU0248183815,Schroder International Selection Fund Latin American B Accum,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.958439,0,0,0.041561,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0248183906,Schroder International Selection Fund Asian Opportunities B ,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9887,0,0.0113,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0248184383,Schroder International Selection Fund Latin American A1 Accu,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.958439,0,0,0.041561,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0248184466,Schroder International Selection Fund Asian Opportunities A ,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9914,0,0.0086,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0251119078,Fidelity Funds - Fidelity Target™ 2035 Fund A-Acc-EUR,MIXED,FLEXIBLE_ALLOCATION,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,0,1,MEDIUM
LU0251131362,Fidelity Funds - Fidelity Target™ 2030 Fund A-Acc-EUR,MIXED,FLEXIBLE_ALLOCATION,HIGH,0.92,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,0,1,MEDIUM
LU0251660279,AXA World Funds - Euro Strategic Bonds E Capitalisation EUR,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0251661590,AXA World Funds - Euro Long Duration Bonds E Capitalisation ,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0251807987,BNP Paribas Funds Japan Small Cap Classic EUR Capitalisation,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9423,0,0.0579,0,1.0002,100,0,0,0,100.0000,0,1,BLOCKER
LU0251853072,AB SICAV I-International Health Care Portfolio Class A EUR A,equity,SECTOR_EQUITY_HEALTHCARE,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9824,0,0.0176,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0252500524,JPMorgan Funds - EUR Money Market VNAV Fund D (acc) - EUR,money_market,MONEY_MARKET,LOW,0.85,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0,1,0,1.0000,0,0,100,0,100.0000,0.32,1,BLOCKER
LU0252970834,BlackRock Global Funds - European Equity Transition Fund A2 ,EQUITY,GLOBAL_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0254836850,Robeco Capital Growth Funds - Robeco Emerging Stars Equities,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9864,0,0.0137,0,1.0001,100,0,0,0,100.0000,0.74,1,BLOCKER
LU0256839860,Allianz Global Investors Fund - Allianz Europe Equity Growth,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9775,0,0.008,0.0144,0.9999,100,0,0,0,100.0000,0,1,BLOCKER
LU0260085492,Jupiter European Growth Class L EUR Acc,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9862,0,0.0119,0.0019,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0260869739,Franklin U.S. Opportunities Fund A(acc)EUR,equity,US_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9875,0,0,0.0132,1.0007,100,0,0,0,100.0000,0.9,1,BLOCKER
LU0261948227,Fidelity Funds - Germany Fund A-Acc-EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9987,0.0006,0.0007,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
